ENSG00000000003	0	,	0	,	0	0
ENSG00000163166	14	,0.0008,0.0318,0.0008,0.0008,0.0008,0.0008,0.0008,0.0711,0.0424,0.0008,0.0008,0.0113,0.0008,0.0045,	5	,0.0008,0.0484,0.0008,0.0393,0.0008,	1	4
ENSG00000163170	2	,0.0008,0.0015,	1	,0.0008,	0	0
ENSG00000163171	4	,0.0053,0.0008,0.003,0.0008,	4	,0.0083,0.0015,0.0045,0.0068,	0	0
ENSG00000163191	0	,	0	,	0	2
ENSG00000163202	9	,0.0401,0.0015,0.0008,0.0008,0.0008,0.1384,0.0015,0.0023,0.0015,	2	,0.0008,0.0325,	1	2
ENSG00000163206	3	,0.0242,0.0008,0.205,	4	,0.0076,0.2292,0.0008,0.0008,	4	1
ENSG00000163207	32	,0.0008,0.0008,0.0008,0.0121,0.0008,0.3192,0.0008,0.0008,0.0121,0.1082,0.0779,0.0008,0.0008,0.3056,0.0779,0.0008,0.0008,0.0045,0.0008,0.0068,0.9992,0.0045,0.0015,0.0008,0.0008,0.9992,0.0408,0.0045,0.3192,0.0023,0.0015,0.0015,	16	,0.0008,0.0008,0.0356,0.9992,0.0106,0.0008,0.0045,0.9992,0.9992,0.0008,0.9992,0.6808,0.0408,0.0008,0.3192,0.0008,	13	7
ENSG00000163209	1	,0.0098,	2	,0.9985,0.0098,	2	2
ENSG00000163214	23	,0.003,0.0008,0.0038,0.003,0.0076,0.0015,0.0008,0.0083,0.0008,0.3018,0.0061,0.0015,0.0446,0.0045,0.0008,0.0008,0.0015,0.0015,0.0091,0.0008,0.0045,0.0008,0.003,	23	,0.0008,0.3139,0.0151,0.0008,0.0144,0.3306,0.0023,0.003,0.0174,0.0015,0.0008,0.0008,0.0015,0.0015,0.9826,0.0144,0.0106,0.0008,0.0015,0.0008,0.003,0.0023,0.0008,	3	4
ENSG00000163217	6	,0.0008,0.0537,0.0008,0.0053,0.0008,0.0061,	6	,0.0061,0.6952,0.0008,0.0053,0.0008,0.0008,	0	1
ENSG00000163218	14	,0.0008,0.059,0.0008,0.1536,0.0121,0.2534,0.0008,0.003,0.0008,0.003,0.0008,0.2973,0.0015,0.2247,	3	,0.0008,0.0113,0.0135999999999999,	1	3
ENSG00000163219	18	,0.0015,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0098,0.0234,0.003,0.0068,0.0098,0.1725,0.3525,0.0227,0.0091,0.0015,	12	,0.003,0.2927,0.0045,0.0008,0.0015,0.0008,0.0151,0.0008,0.0393,0.0106,0.0189,0.0008,	2	1
ENSG00000163220	2	,0.0113,0.0008,	0	,	1	2
ENSG00000163221	2	,0.0015,0.0038,	3	,0.0008,0.0038,0.0083,	1	1
ENSG00000163235	5	,0.0023,0.0023,0.0424,0.0008,0.0015,	4	,0.0008,0.0008,0.003,0.0454,	2	0
ENSG00000163239	8	,0.0008,0.0008,0.0008,0.0008,0.0144,0.0008,0.8616,0.9992,	7	,0.0015,0.0575,0.0189,0.0008,0.3638,0.0008,0.0008,	0	0
ENSG00000163249	1	,0.0015,	3	,0.0129,0.0076,0.028,	0	2
ENSG00000163251	2	,0.0023,0.0015,	10	,0.0666,0.0015,0.0666,0.0144,0.0023,0.0008,0.0015,0.0008,0.0666,0.031,	1	1
ENSG00000163254	5	,0.0038,0.0008,0.0008,0.0008,0.0008,	4	,0.0008,0.0492,0.0257,0.0008,	0	0
ENSG00000163257	4	,0.2648,0.0008,0.0537,0.0008,	1	,0.0144,	0	1
ENSG00000163263	2	,0.0008,0.0023,	2	,0.0008,0.003,	0	0
ENSG00000163273	3	,0.0008,0.0098,0.0015,	1	,0.0008,	1	0
ENSG00000163281	1	,0.0008,	1	,0.0023,	0	1
ENSG00000163285	5	,0.0008,0.0008,0.0008,0.0015,0.0008,	6	,0.0008,0.0008,0.0045,0.0129,0.7209,0.0008,	0	1
ENSG00000163286	16	,0.0008,0.0008,0.0053,0.0023,0.0008,0.0008,0.0008,0.0008,0.0015,0.0015,0.0008,0.0106,0.0136,0.0008,0.0514,0.1679,	9	,0.0499,0.034,0.0008,0.0393,0.0038,0.0552,0.0008,0.0008,0.0068,	1	6
ENSG00000163288	3	,0.0008,0.0015,0.003,	9	,0.0023,0.0008,0.0953000000000001,0.1074,0.003,0.0008,0.3064,0.1762,0.056,	0	1
ENSG00000163291	7	,0.0008,0.0008,0.0038,0.0008,0.0008,0.0008,0.0008,	5	,0.0008,0.0045,0.0008,0.0015,0.0008,	1	0
ENSG00000163293	9	,0.0008,0.0008,0.0015,0.0015,0.0008,0.0015,0.2262,0.0189,0.003,	3	,0.0151,0.0038,0.0325,	0	1
ENSG00000163295	17	,0.0008,0.0741,0.0484,0.0008,0.0166,0.0008,0.0673,0.0083,0.0008,0.0552,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	6	,0.0008,0.112,0.0008,0.1089,0.1884,0.0023,	1	1
ENSG00000163297	9	,0.0023,0.0015,0.2791,0.0038,0.003,0.0008,0.0303,0.0439,0.025,	4	,0.0189,0.0015,0.003,0.0053,	0	4
ENSG00000163312	25	,0.1354,0.0008,0.0008,0.003,0.003,0.0424,0.0356,0.0015,0.0424,0.031,0.3026,0.0159,0.0204,0.0008,0.0068,0.174,0.0015,0.4894,0.0008,0.0023,0.0015,0.0008,0.003,0.0008,0.0008,	13	,0.0038,0.0182,0.6437,0.0008,0.4493,0.0038,0.1059,0.003,0.0008,0.0015,0.0008,0.0083,0.0015,	3	6
ENSG00000163319	2	,0.0053,0.0008,	0	,	0	0
ENSG00000163320	0	,	2	,0.0008,0.0098,	0	0
ENSG00000163322	10	,0.0008,0.0008,0.0015,0.1225,0.0008,0.0038,0.0038,0.0008,0.0015,0.0008,	3	,0.0303,0.0008,0.0008,	0	0
ENSG00000163328	15	,0.0008,0.0008,0.0008,0.0008,0.0015,0.0015,0.0083,0.0008,0.0008,0.0053,0.0038,0.0008,0.0008,0.0015,0.0015,	13	,0.0825,0.0008,0.0416,0.0688,0.0008,0.0008,0.1513,0.0378,0.0015,0.0061,0.9909,0.0008,0.003,	3	2
ENSG00000163331	4	,0.0008,0.5408,0.0174,0.0008,	3	,0.0159,0.0008,0.0061,	2	1
ENSG00000163344	7	,0.0008,0.2254,0.0008,0.0008,0.0008,0.0121,0.059,	3	,0.0015,0.0068,0.3593,	0	1
ENSG00000163346	7	,0.0008,0.0008,0.0008,0.0008,0.1498,0.0189,0.0204,	6	,0.0015,0.0008,0.0015,0.0008,0.0098,0.0008,	3	2
ENSG00000163347	2	,0.0431,0.0008,	5	,0.2511,0.1952,0.0008,0.0038,0.0068,	0	1
ENSG00000163348	9	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0053,0.0015,0.0023,0.0015,	5	,0.0008,0.0045,0.0023,0.0219,0.0015,	1	2
ENSG00000163349	9	,0.087,0.087,0.0008,0.0008,0.0015,0.0083,0.0008,0.0008,0.0023,	8	,0.0008,0.0008,0.0008,0.0008,0.649,0.0295,0.0083,0.5469,	0	4
ENSG00000163352	3	,0.0121,0.003,0.0008,	1	,0.1248,	0	0
ENSG00000163354	16	,0.0008,0.0008,0.0008,0.0008,0.0219,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.9992,0.0098,0.0008,0.0008,	7	,0.0091,0.0008,0.0008,0.0008,0.0008,0.0015,0.4584,	1	6
ENSG00000163357	20	,0.907,0.0008,0.0008,0.0582,0.0008,0.0295,0.0008,0.003,0.0008,0.0015,0.0045,0.0008,0.0008,0.0008,0.0015,0.0015,0.3858,0.0015,0.0008,0.0015,	6	,0.4266,0.0008,0.0008,0.0061,0.0227,0.997,	6	3
ENSG00000163359	86	,0.0008,0.2504,0.0008,0.0159,0.0008,0.0008,0.9849,0.0605,0.0008,0.1899,0.0008,0.0015,0.0106,0.0083,0.0136,0.0008,0.0008,0.0136,0.0076,0.0008,0.0008,0.0008,0.0008,0.0204,0.0068,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.2126,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0257,0.0023,0.0008,0.0008,0.0008,0.0061,0.0182,0.0068,0.0023,0.0038,0.0023,0.0015,0.0061,0.0008,0.0008,0.0008,0.8245,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0136,0.0862,0.0681,0.031,0.0008,0.0008,0.003,0.0008,0.0008,0.0015,0.0015,0.0008,0.0008,0.0008,0.0091,0.0008,0.0008,	81	,0.0015,0.0023,0.0885,0.2194,0.003,0.0182,0.0008,0.003,0.9894,0.0008,0.003,0.0121,0.9266,0.028,0.0008,0.9266,0.2133,0.003,0.1747,0.0008,0.09,0.0015,0.0008,0.2171,0.9992,0.0862,0.9251,0.0129,0.0817,0.5862,0.0023,0.0008,0.0008,0.5416,0.0008,0.0008,0.0008,0.0053,0.0197,0.0091,0.0008,0.0008,0.0008,0.0008,0.0817,0.0008,0.0023,0.0129,0.0015,0.295,0.0008,0.0008,0.0008,0.3578,0.0015,0.0008,0.0008,0.0008,0.0333,0.0015,0.0008,0.0151,0.0446,0.0015,0.0008,0.1082,0.0008,0.0446,0.0008,0.0008,0.0008,0.0008,0.1089,0.0008,0.0371,0.0098,0.0015,0.0015,0.0008,0.0832,0.0038,	4	19
ENSG00000163362	19	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0068,0.1067,0.0242,0.0242,0.0242,0.0136,0.0091,0.0008,0.0015,0.3911,0.0008,0.0008,0.0008,	7	,0.0174,0.0045,0.0008,0.0008,0.0923,0.003,0.0008,	2	3
ENSG00000163374	23	,0.0015,0.0008,0.0008,0.0008,0.0008,0.0015,0.0719,0.0008,0.0015,0.0008,0.084,0.0719,0.0008,0.0053,0.0008,0.0053,0.0015,0.0008,0.0023,0.0008,0.0015,0.0015,0.0008,	11	,0.0083,0.0008,0.0008,0.0023,0.0166,0.3343,0.0129,0.0053,0.0015,0.0008,0.0008,	7	3
ENSG00000163376	4	,0.0008,0.0053,0.0008,0.0008,	1	,0.0106,	0	1
ENSG00000163377	2	,0.003,0.003,	1	,0.0008,	0	0
ENSG00000163378	8	,0.0015,0.0008,0.9992,0.025,0.0008,0.0008,0.0083,0.0008,	7	,0.0091,0.0454,0.0008,0.0008,0.0008,0.2995,0.003,	0	2
ENSG00000163380	24	,0.0492,0.0008,0.0008,0.0015,0.003,0.0166,0.0008,0.9841,0.0106,0.0605,0.0318,0.0023,0.0008,0.0015,0.0053,0.0008,0.0008,0.0008,0.0008,0.0008,0.0348,0.0023,0.0038,0.0008,	7	,0.0741,0.0023,0.003,0.0023,0.8782,0.0008,0.0045,	3	1
ENSG00000163382	6	,0.1362,0.0023,0.0008,0.0008,0.1362,0.1362,	3	,0.0023,0.8638,0.0008,	0	0
ENSG00000163389	6	,0.0008,0.0008,0.0008,0.0015,0.0008,0.0129,	3	,0.0136,0.0015,0.0015,	0	1
ENSG00000163393	9	,0.0113,0.0204,0.0008,0.0015,0.0008,0.0061,0.0401,0.0053,0.0008,	12	,0.0023,0.1362,0.0008,0.0038,0.0083,0.0008,0.1505,0.003,0.0008,0.0008,0.2655,0.0008,	1	2
ENSG00000163394	11	,0.0257,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.028,0.0061,0.0008,	10	,0.0008,0.0008,0.0008,0.0083,0.0008,0.0257,0.0008,0.0008,0.0038,0.0008,	2	2
ENSG00000163395	85	,0.0408,0.0015,0.0015,0.8101,0.003,0.0045,0.0008,0.0023,0.0363,0.0008,0.0083,0.0023,0.8775,0.0045,0.7935,0.0008,0.0098,0.1778,0.0053,0.0008,0.0129,0.0098,0.0083,0.0008,0.0023,0.0439,0.9992,0.0008,0.0144,0.0008,0.0045,0.0129,0.0008,0.0023,0.7927,0.9977,0.0023,0.0166,0.0008,0.0038,0.0719,0.0076,0.4418,0.5567,0.0023,0.0008,0.003,0.0023,0.0053,0.0008,0.0023,0.0068,0.0076,0.0045,0.0076,0.0008,0.0008,0.003,0.0008,0.0121,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0045,0.003,0.0008,0.0371,0.0008,0.0008,0.0015,0.0053,0.0076,0.0008,0.1989,0.003,0.0015,0.0378,0.0008,0.0008,0.0189,	41	,0.0008,0.0008,0.0008,0.1377,0.1498,0.0008,0.0061,0.003,0.0053,0.0023,0.2065,0.0008,0.0008,0.003,0.1755,0.0008,0.0688,0.0174,0.0008,0.0008,0.0015,0.7458,0.8109,0.7617,0.0015,0.0053,0.0023,0.0015,0.0023,0.0008,0.9992,0.003,0.0015,0.0023,0.0407999999999999,0.1135,0.0008,0.1536,0.0008,0.0023,0.0008,	32	18
ENSG00000163399	5	,0.0008,0.0008,0.0008,0.0008,0.003,	18	,0.0008,0.0008,0.0008,0.4236,0.0008,0.2474,0.0053,0.0053,0.0008,0.0008,0.0015,0.0061,0.0008,0.0151,0.0113,0.0008,0.0038,0.1604,	0	2
ENSG00000163406	11	,0.0008,0.0008,0.0038,0.4834,0.5166,0.5166,0.0008,0.0469,0.0053,0.0008,0.0053,	8	,0.0015,0.0008,0.5151,0.0008,0.5696,0.0129,0.0038,0.0038,	0	1
ENSG00000163412	0	,	2	,0.0015,0.0008,	0	0
ENSG00000163421	1	,0.0242,	0	,	0	1
ENSG00000163424	28	,0.0008,0.0008,0.0121,0.0023,0.1339,0.0197,0.084,0.0091,0.0015,0.0053,0.0008,0.0091,0.0091,0.0166,0.2579,0.0053,0.0598,0.0008,0.0008,0.0166,0.0008,0.0008,0.003,0.0008,0.5182,0.003,0.0038,0.0008,	7	,0.0008,0.0008,0.1331,0.0038,0.0091,0.2118,0.0598,	6	3
ENSG00000163428	2	,0.0008,0.0023,	8	,0.0076,0.0378,0.0061,0.0582,0.0023,0.0008,0.034,0.3933,	1	2
ENSG00000163430	8	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0061,0.0015,0.0008,	4	,0.0008,0.0008,0.0008,0.0008,	0	2
ENSG00000163431	10	,0.205,0.0008,0.0008,0.0008,0.0023,0.9592,0.0008,0.0008,0.0023,0.0091,	6	,0.0038,0.0008,0.0008,0.0008,0.0008,0.0008,	2	3
ENSG00000163435	7	,0.0144,0.0038,0.0045,0.025,0.025,0.2421,0.0008,	10	,0.4576,0.025,0.0008,0.0053,0.8464,0.0015,0.0008,0.0008,0.0008,0.0008,	0	0
ENSG00000163440	2	,0.0272,0.003,	4	,0.0053,0.0008,0.0008,0.0197,	2	1
ENSG00000163444	4	,0.0015,0.0696,0.0008,0.0008,	3	,0.0008,0.0008,0.0008,	0	0
ENSG00000163449	7	,0.0008,0.0356,0.0015,0.0008,0.0008,0.0008,0.0008,	4	,0.0053,0.0045,0.2806,0.0068,	0	1
ENSG00000163453	5	,0.0008,0.0008,0.0008,0.0008,0.0076,	3	,0.0091,0.0008,0.0015,	0	1
ENSG00000163462	10	,0.0008,0.0008,0.0008,0.0008,0.031,0.0008,0.0015,0.0008,0.0008,0.0008,	9	,0.0008,0.2194,0.0008,0.0008,0.0008,0.028,0.0008,0.0015,0.0545,	0	4
ENSG00000163463	2	,0.0015,0.0015,	0	,	0	1
ENSG00000163464	10	,0.0424,0.0015,0.0008,0.2663,0.0008,0.0227,0.0008,0.0008,0.944,0.0008,	5	,0.0008,0.003,0.0537,0.0008,0.0023,	5	2
ENSG00000163466	1	,0.0008,	3	,0.0008,0.0106,0.0008,	0	1
ENSG00000163467	2	,0.0015,0.0514,	0	,	0	1
ENSG00000163468	7	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,	7	,0.0008,0.0008,0.0008,0.0015,0.0015,0.0061,0.0008,	0	2
ENSG00000163472	15	,0.0083,0.0227,0.0083,0.0431,0.0794,0.0091,0.0008,0.0008,0.0083,0.0008,0.0015,0.0045,0.0008,0.0015,0.0008,	4	,0.0008,0.0015,0.0915,0.0008,	1	0
ENSG00000163479	0	,	3	,0.0008,0.0318,0.0015,	0	0
ENSG00000163481	16	,0.0008,0.0008,0.003,0.0008,0.0015,0.0008,0.0522,0.0015,0.0015,0.0008,0.0008,0.0008,0.0053,0.0023,0.0008,0.0144,	8	,0.6165,0.0008,0.1248,0.0008,0.1233,0.0015,0.6271,0.0008,	4	1
ENSG00000163482	38	,0.0008,0.0008,0.0015,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.4228,0.0454,0.0008,0.0015,0.0045,0.0015,0.003,0.0008,0.025,0.7095,0.7829,0.0008,0.0008,0.0076,0.0643,0.0008,0.031,0.0212,0.2216,0.0008,0.0008,0.0008,0.1278,0.0008,0.0008,0.0015,0.2171,0.0008,0.0076,	16	,0.0008,0.0008,0.0008,0.7844,0.0045,0.0008,0.0008,0.0144,0.0045,0.289,0.0038,0.0008,0.7829,0.0008,0.0015,0.0008,	1	3
ENSG00000163485	6	,0.0076,0.0008,0.0008,0.0008,0.0008,0.0008,	6	,0.0159,0.0008,0.0008,0.0053,0.0008,0.0015,	0	1
ENSG00000163491	29	,0.0008,0.0469,0.0008,0.0083,0.0008,0.0635,0.0053,0.0106,0.0008,0.0008,0.3495,0.0008,0.0008,0.0008,0.0008,0.0061,0.1142,0.0008,0.8797,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0113,0.0008,0.0212,	22	,0.003,0.0008,0.0008,0.1006,0.0015,0.0053,0.0015,0.0008,0.0038,0.0008,0.0023,0.8941,0.0038,0.1263,0.0272,0.0015,0.8782,0.1067,0.8502,0.003,0.0015,0.0015,	6	4
ENSG00000163492	51	,0.0015,0.0023,0.0008,0.0008,0.0008,0.0008,0.0015,0.0098,0.0008,0.0008,0.0008,0.0038,0.0008,0.0023,0.0015,0.0008,0.0038,0.0008,0.0053,0.1876,0.0008,0.0008,0.0023,0.0008,0.0008,0.0015,0.0015,0.0008,0.0393,0.0008,0.0045,0.0008,0.003,0.0008,0.0008,0.0008,0.1475,0.0008,0.0008,0.0008,0.0008,0.0008,0.025,0.0015,0.0106,0.0008,0.0008,0.0015,0.0015,0.0008,0.1339,	15	,0.2557,0.0439000000000001,0.0008,0.0038,0.003,0.0015,0.0015,0.0008,0.0008,0.0008,0.0008,0.0038,0.0008,0.0628,0.0015,	9	4
ENSG00000163497	2	,0.0023,0.0015,	2	,0.0219,0.2723,	0	0
ENSG00000163499	3	,0.0008,0.0061,0.0008,	3	,0.0008,0.0136,0.0008,	0	0
ENSG00000163501	4	,0.0038,0.0008,0.0008,0.0772,	6	,0.0121,0.0772,0.0061,0.034,0.5605,0.1104,	2	0
ENSG00000163507	22	,0.003,0.0008,0.003,0.0008,0.0174,0.0015,0.0061,0.0008,0.0008,0.1619,0.0053,0.0008,0.0068,0.9357,0.0008,0.0121,0.0008,0.1021,0.0545,0.0008,0.0499,0.0204,	11	,0.0008,0.0643,0.059,0.0023,0.0008,0.0008,0.1823,0.0008,0.0008,0.0023,0.0492,	0	1
ENSG00000163508	9	,0.0015,0.0008,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0015,	8	,0.1316,0.0023,0.0008,0.0015,0.0015,0.0076,0.0008,0.0008,	0	1
ENSG00000163510	12	,0.0008,0.0008,0.0008,0.0492,0.0461,0.1377,0.0893,0.0008,0.0008,0.003,0.0008,0.0008,	14	,0.0008,0.6142,0.0008,0.0008,0.0015,0.0166,0.0303,0.1369,0.0045,0.0045,0.0008,0.0008,0.0015,0.0257,	3	3
ENSG00000163512	4	,0.0023,0.0015,0.0008,0.0008,	2	,0.0008,0.0008,	0	0
ENSG00000163513	10	,0.003,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,	11	,0.0023,0.0015,0.0008,0.0817,0.0431,0.0008,0.1127,0.0015,0.0023,0.0008,0.0008,	0	3
ENSG00000163515	5	,0.0053,0.0061,0.0008,0.1165,0.1589,	0	,	0	0
ENSG00000163517	6	,0.0008,0.0091,0.0053,0.0008,0.0008,0.0008,	1	,0.0008,	1	0
ENSG00000163518	17	,0.0008,0.0484,0.0038,0.0008,0.003,0.0015,0.0008,0.0008,0.0038,0.0008,0.0091,0.0008,0.0015,0.0045,0.0008,0.0015,0.0862,	9	,0.0061,0.0212,0.0045,0.3623,0.0008,0.0008,0.0038,0.0174,0.0234,	4	5
ENSG00000163519	8	,0.0008,0.0008,0.003,0.0008,0.0008,0.0741,0.0008,0.0113,	0	,	0	0
ENSG00000163520	37	,0.0008,0.0197,0.0008,0.0015,0.0008,0.6241,0.0008,0.0061,0.0008,0.0008,0.0008,0.0023,0.0015,0.0635,0.2413,0.6256,0.0023,0.0008,0.0008,0.0008,0.0008,0.0023,0.0038,0.0068,0.0008,0.0008,0.0008,0.0008,0.0182,0.003,0.2405,0.0008,0.0008,0.0008,0.0008,0.0023,0.0008,	38	,0.0008,0.0008,0.0023,0.5507,0.3699,0.0008,0.0023,0.0008,0.0008,0.0015,0.0219,0.0008,0.0008,0.003,0.6256,0.3222,0.0023,0.0008,0.0182,0.0008,0.1218,0.0008,0.0038,0.0469,0.0008,0.5439,0.0023,0.0023,0.2398,0.1369,0.0008,0.0023,0.0068,0.0008,0.0008,0.0053,0.764,0.6876,	3	10
ENSG00000163527	4	,0.0015,0.0008,0.0008,0.0008,	10	,0.0287,0.0008,0.0008,0.0008,0.0015,0.0242,0.0015,0.0008,0.003,0.0393,	0	1
ENSG00000163528	3	,0.0008,0.0023,0.0098,	4	,0.0083,0.0038,0.0008,0.0008,	1	1
ENSG00000163530	4	,0.0008,0.0008,0.0015,0.1142,	3	,0.0008,0.0053,0.0008,	0	0
ENSG00000163531	25	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.9985,0.0023,0.0015,0.0008,0.0008,0.0008,0.003,0.0008,0.0008,0.0008,0.0098,0.1944,0.208,0.0008,0.0008,0.0008,0.0008,0.0008,0.0045,	31	,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0113,0.0008,0.0764,0.0053,0.0023,0.0008,0.0008,0.0764,0.1952,0.0015,0.0023,0.795,0.0045,0.0008,0.0008,0.0008,0.0008,0.1573,0.0008,0.0015,0.0045,0.0045,0.0008,0.0015,0.0015,	2	7
ENSG00000163534	11	,0.0008,0.0212,0.0318,0.0008,0.0023,0.0008,0.0008,0.2057,0.0008,0.0015,0.0008,	10	,0.0068,0.3434,0.0113,0.0008,0.0008,0.0643,0.0023,0.0023,0.0832,0.0008,	2	2
ENSG00000163535	43	,0.0038,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0061,0.0045,0.0121,0.0545,0.0121,0.0098,0.0023,0.0008,0.1596,0.0008,0.0144,0.0053,0.0008,0.0008,0.0454,0.0008,0.0015,0.0008,0.0008,0.0008,0.9977,0.0008,0.0008,0.0008,0.0015,0.0068,0.0287,0.0015,0.0098,0.0008,0.0008,0.1142,0.0008,0.9977,0.0076,	7	,0.0068,0.0023,0.0711,0.1581,0.7027,0.0015,0.0008,	4	4
ENSG00000163536	11	,0.2057,0.0106,0.0008,0.0008,0.0008,0.0008,0.0038,0.0008,0.0106,0.0008,0.003,	5	,0.2057,0.0083,0.0008,0.7927,0.0008,	2	1
ENSG00000163539	10	,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0008,0.0008,0.0303,0.0008,	14	,0.0008,0.0008,0.0227,0.0008,0.0023,0.0008,0.0008,0.0076,0.0363,0.0008,0.0008,0.0008,0.0514,0.025,	2	4
ENSG00000163541	3	,0.0008,0.0015,0.0008,	4	,0.0015,0.0008,0.0068,0.003,	1	0
ENSG00000163545	13	,0.0008,0.1914,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0098,0.003,0.0053,0.0008,0.0008,	15	,0.0008,0.0076,0.1399,0.1399,0.0008,0.0461,0.0008,0.0038,0.0008,0.0741000000000001,0.034,0.0091,0.0008,0.0015,0.0023,	1	3
ENSG00000163554	91	,0.0008,0.0023,0.0008,0.0265,0.5772,0.0234,0.0008,0.0363,0.0083,0.0023,0.0008,0.1407,0.1407,0.0008,0.0121,0.0008,0.1906,0.0008,0.0008,0.1407,0.0008,0.1036,0.0008,0.0015,0.0015,0.0015,0.0023,0.3147,0.0023,0.9977,0.0015,0.0182,0.0008,0.0008,0.0439,0.0008,0.0023,0.0023,0.0008,0.0008,0.0204,0.0189,0.0008,0.0008,0.0091,0.0008,0.0023,0.0182,0.0295,0.0008,0.0045,0.0015,0.0008,0.0015,0.1248,0.0008,0.0008,0.0015,0.0008,0.382,0.0008,0.0408,0.0015,0.3707,0.0469,0.0091,0.0023,0.0015,0.3116,0.0008,0.0008,0.0076,0.0144,0.0008,0.0008,0.0008,0.0008,0.0076,0.0212,0.0008,0.0091,0.0008,0.0091,0.0023,0.0008,0.1256,0.0023,0.0015,0.0008,0.0008,0.0008,	44	,0.5817,0.0015,0.0008,0.0212,0.0008,0.0008,0.1407,0.4387,0.0023,0.0113,0.0015,0.0023,0.1029,0.5257,0.0053,0.0008,0.0144,0.0008,0.0015,0.0136,0.0938,0.0008,0.0386,0.0008,0.003,0.2065,0.0008,0.6188,0.0015,0.1407,0.0651,0.0688,0.0469,0.0008,0.0174,0.028,0.0008,0.1558,0.2262,0.1256,0.0008,0.0227,0.0008,0.888,	28	15
ENSG00000163558	3	,0.0008,0.0008,0.0023,	3	,0.0015,0.0204,0.0008,	0	1
ENSG00000163563	7	,0.0008,0.9992,0.0008,0.0234,0.0015,0.0008,0.0023,	7	,0.0008,0.031,0.0008,0.3071,0.0053,0.0008,0.0008,	1	5
ENSG00000163564	8	,0.0008,0.0008,0.0008,0.0363,0.0008,0.0219,0.0008,0.0166,	6	,0.0045,0.0083,0.0015,0.0008,0.0008,0.0008,	8	3
ENSG00000163565	19	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.6793,0.6793,0.0151,0.0008,0.0121,0.0008,0.0151,0.0008,0.0015,0.2595,	6	,0.0091,0.0015,0.0174,0.0098,0.7776,0.0144,	7	0
ENSG00000163568	5	,0.0008,0.0008,0.0015,0.0008,0.0295,	3	,0.0068,0.0401,0.9357,	5	3
ENSG00000163576	22	,0.0136,0.0023,0.1967,0.8608,0.0008,0.1233,0.0008,0.0303,0.0023,0.0008,0.1725,0.0113,0.1195,0.003,0.0008,0.0734,0.0008,0.0008,0.003,0.0015,0.0809,0.1157,	13	,0.0008,0.0038,0.0008,0.0008,0.4561,0.0008,0.0008,0.3177,0.0008,0.0121,0.0008,0.0008,0.0076,	5	4
ENSG00000163577	0	,	0	,	0	0
ENSG00000163581	3	,0.0008,0.0008,0.5106,	10	,0.0023,0.3646,0.0008,0.0015,0.0083,0.0008,0.0144,0.0008,0.3086,0.0015,	0	3
ENSG00000163584	1	,0.0008,	0	,	0	0
ENSG00000163586	2	,0.1392,0.0008,	1	,0.0023,	0	1
ENSG00000163590	3	,0.0008,0.0106,0.0008,	4	,0.0166,0.0008,0.0061,0.0038,	0	2
ENSG00000163596	6	,0.0015,0.0008,0.0129,0.0008,0.0189,0.0015,	1	,0.0008,	3	4
ENSG00000163597	0	,	0	,	0	0
ENSG00000163599	4	,0.0023,0.388,0.0008,0.0008,	1	,0.0219,	0	1
ENSG00000163600	4	,0.0265,0.0008,0.0053,0.0008,	2	,0.0741,0.0008,	1	2
ENSG00000163602	0	,	0	,	0	0
ENSG00000163605	11	,0.0174,0.0008,0.0008,0.0121,0.0008,0.0008,0.0045,0.0015,0.0008,0.0136,0.003,	7	,0.1483,0.0008,0.0008,0.0015,0.0023,0.0015,0.0129,	0	1
ENSG00000163606	7	,0.2791,0.0008,0.0008,0.2784,0.2784,0.7216,0.0008,	6	,0.9811,0.9811,0.0008,0.0015,0.2784,0.0015,	0	1
